
200 2.38e-05
300 3.7697e-05
400 5.2458e-05
500 6.7097e-05
600 8.3409e-05
700 9.9289e-05
800 0.000122488
900 0.000116176
1000 0.000133301
1100 0.00014812
1200 0.000181299
1300 0.000197837
1400 0.000216136
1500 0.000249593
1600 0.000174903
1700 0.0002137
1800 0.00022832
1900 0.000264365
2000 0.000311637
2100 0.000340021
2200 0.000346472
2300 0.000364579
2400 0.000392345
2500 0.000357877
2600 0.000412794
2700 0.000451508
2800 0.000358923
2900 0.00039421
3000 0.000419731
3100 0.000424317
3200 0.000404963
3300 0.000423617
3400 0.000452982
3500 0.000474545
3600 0.000458839
3700 0.000499457
3800 0.000525961
3900 0.000491392
4000 0.000543985
4100 0.000576041
4200 0.000537713
4300 0.000587306
4400 0.00059509
4500 0.00060043
4600 0.000636158
4700 0.000607771
4800 0.000646919
4900 0.000632993
5000 0.000671492
5100 0.000697178
5200 0.000699402
5300 0.000675301
5400 0.000731172
5500 0.000780228
5600 0.000770657
5700 0.000775038
5800 0.000800087
5900 0.000811469
6000 0.000796512
6100 0.000843467
6200 0.000881287
6300 0.000840444
6400 0.000879529
6500 0.000875112
6600 0.000929513
6700 0.000975272
6800 0.000954155
6900 0.000963523
7000 0.000987945
7100 0.000958736
7200 0.00100933
7300 0.00103374
7400 0.00109315
7500 0.00107791
7600 0.00105527
7700 0.00108153
7800 0.0011014
7900 0.0011111
8000 0.00106701
8100 0.00108648
8200 0.00112579
8300 0.00116318
8400 0.00118876
8500 0.00117574
8600 0.00120477
8700 0.00125617
8800 0.00121159
8900 0.00126014
9000 0.00129923
9100 0.00130572
9200 0.00132553
9300 0.00131982
9400 0.00132537
9500 0.00133955
9600 0.00131106
9700 0.00141297
9800 0.00142979
9900 0.00142182
