
200 4.965e-05
300 0.000119471
400 0.000162598
500 0.000167667
600 0.000254376
700 0.000238127
800 0.000302169
900 0.000289318
1000 0.000425508
1100 0.000462198
1200 0.000450847
1300 0.000494157
1400 0.000530971
1500 0.000518539
1600 0.000687208
1700 0.000604144
1800 0.000658153
1900 0.000682317
2000 0.000654968
2100 0.000716283
2200 0.000730369
2300 0.00116767
2400 0.000803204
2500 0.00126336
2600 0.00123008
2700 0.000931318
2800 0.00127256
2900 0.00154731
3000 0.00161827
3100 0.00110224
3200 0.00140883
3300 0.00135438
3400 0.00134017
3500 0.00139409
3600 0.00137274
3700 0.00134895
3800 0.00140662
3900 0.00142697
4000 0.00222138
4100 0.0022388
4200 0.00208811
4300 0.00230572
4400 0.00207113
4500 0.00201636
4600 0.00204238
4700 0.0017205
4800 0.00254408
4900 0.0027572
5000 0.00248065
5100 0.00267198
5200 0.00236811
5300 0.00232241
5400 0.00239717
5500 0.00224711
5600 0.00228527
5700 0.00209282
5800 0.00233132
5900 0.0023337
6000 0.00228289
6100 0.0023046
6200 0.00216897
6300 0.00217532
6400 0.00224991
6500 0.00223323
6600 0.00228797
6700 0.00221193
6800 0.00227237
6900 0.00209516
7000 0.00210638
7100 0.00214697
7200 0.00204467
7300 0.00208846
7400 0.00210617
7500 0.00214707
7600 0.00224423
7700 0.00224734
7800 0.00229373
7900 0.00212788
8000 0.0021895
8100 0.00220226
8200 0.00213679
8300 0.00213666
8400 0.00216122
8500 0.00218082
8600 0.00219988
8700 0.00224782
8800 0.00231064
8900 0.00220376
9000 0.0022001
9100 0.00226971
9200 0.00225534
9300 0.00238531
9400 0.00235767
9500 0.00238906
9600 0.0023919
9700 0.00232587
9800 0.00234617
9900 0.00594418
