
200 9.5254e-05
300 0.000203833
400 0.000353978
500 0.000540199
600 0.000859091
700 0.00107388
800 0.00135635
900 0.00163469
1000 0.00220425
1100 0.0024139
1200 0.00314025
1300 0.00332561
1400 0.00391343
1500 0.00475166
1600 0.00532915
1700 0.00614654
1800 0.00638865
1900 0.00720032
2000 0.00808587
2100 0.009912
2200 0.0105373
2300 0.0149109
2400 0.0118557
2500 0.012485
2600 0.0143997
2700 0.0150342
2800 0.016438
2900 0.0174809
3000 0.0196147
3100 0.0210919
3200 0.0216498
3300 0.0240803
3400 0.0242292
3500 0.0267301
3600 0.02816
3700 0.0297365
3800 0.0311188
3900 0.0330738
4000 0.0348162
4100 0.0369979
4200 0.0381547
4300 0.0407235
4400 0.0427878
4500 0.0450667
4600 0.0476488
4700 0.0500221
4800 0.0516527
4900 0.0551333
5000 0.0568315
5100 0.0597397
5200 0.0622659
5300 0.0659428
5400 0.06806
5500 0.0701891
5600 0.0732782
5700 0.0757055
5800 0.0808351
5900 0.0840554
6000 0.0854687
6100 0.0916209
6200 0.0927896
6300 0.0971356
6400 0.100284
6500 0.103888
6600 0.110112
6700 0.109353
6800 0.112795
6900 0.116737
7000 0.120158
7100 0.126762
7200 0.128158
7300 0.133785
7400 0.150219
7500 0.140495
7600 0.147662
7700 0.150088
7800 0.153734
7900 0.158399
8000 0.163733
8100 0.176886
8200 0.174739
8300 0.175338
8400 0.18032
8500 0.184391
8600 0.189929
8700 0.195382
8800 0.200062
8900 0.207048
9000 0.210373
9100 0.216119
9200 0.222385
9300 0.228296
9400 0.2338
9500 0.237416
9600 0.2437
9700 0.246907
9800 0.253405
9900 0.26276
