10 10 3.2599e-05
110 10 0.000172046
210 10 0.000383653
310 10 0.000584625
410 10 0.000779122
510 10 0.00117116
610 10 0.00121454
710 10 0.00144335
810 10 0.00186726
910 10 0.00198516
10 110 8.305e-05
110 110 0.00172641
210 110 0.00369615
310 110 0.00584718
410 110 0.00824992
510 110 0.0106387
610 110 0.0127945
710 110 0.0152509
810 110 0.0177733
910 110 0.0206041
10 210 0.000427825
110 210 0.00442588
210 210 0.00706578
310 210 0.0111636
410 210 0.0154563
510 210 0.0199998
610 210 0.0245074
710 210 0.0292558
810 210 0.0339019
910 210 0.0389321
10 310 0.00062689
110 310 0.00485234
210 310 0.0104471
310 310 0.0165263
410 310 0.0228063
510 310 0.0295851
610 310 0.036027
710 310 0.0429027
810 310 0.049812
910 310 0.0573348
10 410 0.000297155
110 410 0.00638426
210 410 0.0137907
310 410 0.0217502
410 410 0.0303637
510 410 0.0390978
610 410 0.0479014
710 410 0.0570586
810 410 0.0661675
910 410 0.0757213
10 510 0.000366128
110 510 0.00803513
210 510 0.0171124
310 510 0.027071
410 510 0.037623
510 510 0.0486533
610 510 0.0597232
710 510 0.0707117
810 510 0.0824856
910 510 0.0940299
10 610 0.00120681
110 610 0.0095146
210 610 0.020745
310 610 0.0325677
410 610 0.0448962
510 610 0.0585976
610 610 0.0826911
710 610 0.0982495
810 610 0.0986587
910 610 0.11253
10 710 0.000512047
110 710 0.0110264
210 710 0.0238998
310 710 0.0378899
410 710 0.052492
510 710 0.0790171
610 710 0.0832646
710 710 0.0992917
810 710 0.114945
910 710 0.131324
10 810 0.000599533
110 810 0.0126115
210 810 0.0271784
310 810 0.0431019
410 810 0.0595638
510 810 0.0771998
610 810 0.0971327
710 810 0.112445
810 810 0.130624
910 810 0.149458
10 910 0.000662378
110 910 0.0141437
210 910 0.0306449
310 910 0.0483879
410 910 0.066963
510 910 0.0868924
610 910 0.105231
710 910 0.12616
810 910 0.146834
910 910 0.168503
