
200 0.000118332
300 0.000268238
400 0.000469657
500 0.000665954
600 0.000987714
700 0.0013169
800 0.00167807
900 0.00210782
1000 0.00256049
1100 0.00307279
1200 0.00364616
1300 0.00426032
1400 0.00491462
1500 0.00563572
1600 0.00640038
1700 0.00721842
1800 0.00807012
1900 0.00900999
2000 0.0099262
2100 0.0109333
2200 0.0119785
2300 0.0130718
2400 0.0142081
2500 0.0154071
2600 0.017319
2700 0.0179423
2800 0.0192927
2900 0.0206823
3000 0.0221223
3100 0.0236679
3200 0.0251751
3300 0.0267065
3400 0.0283401
3500 0.0300542
3600 0.0317585
3700 0.0335406
3800 0.0353561
3900 0.0372123
4000 0.0391514
4100 0.041068
4200 0.0431739
4300 0.0451589
4400 0.0473881
4500 0.0495716
4600 0.0516727
4700 0.0539237
4800 0.0561943
4900 0.0585297
5000 0.0609216
5100 0.0633936
5200 0.0658643
5300 0.068447
5400 0.0710598
5500 0.0736272
5600 0.0763235
5700 0.0801497
5800 0.0818539
5900 0.0847045
6000 0.0875517
6100 0.0904535
6200 0.0934607
6300 0.0964461
6400 0.0995204
6500 0.102893
6600 0.105818
6700 0.109084
6800 0.112413
6900 0.116387
7000 0.119031
7100 0.122398
7200 0.125848
7300 0.129376
7400 0.132991
7500 0.136563
7600 0.140179
7700 0.143809
7800 0.147679
7900 0.154362
8000 0.155249
8100 0.159238
8200 0.164366
8300 0.167848
8400 0.17116
8500 0.175089
8600 0.179416
8700 0.183459
8800 0.188001
8900 0.192324
9000 0.196848
9100 0.200925
9200 0.205281
9300 0.210012
9400 0.216771
9500 0.220168
9600 0.224019
9700 0.228279
9800 0.232903
9900 0.2377
