
1 1.5e-07
3 2e-07
5 3.08e-07
7 4.76e-07
9 8.84e-07
11 1.365e-06
13 2.675e-06
15 5.808e-06
17 1.344e-05
19 3.3477e-05
21 8.9843e-05
23 0.00023353
25 0.000634766
27 0.00159473
29 0.00420485
31 0.0105795
33 0.0277301
35 0.0720566
37 0.196491
39 0.492371
41 1.348
43 3.37644
45 8.87018
47 23.1351
49 60.6279
